7388;#doc=childhood.2.txt;;;;;;;;;;;;;;;;;;;;;;;;
7639;21;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7640;22;они;ОНИ;SPRO pl - - nom;;;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;;;;;;;;;;
7641;23;собственно;СОБСТВЕННО;ADV -;;;о;н;н;е;в;т;ADV;СОБСТВЕННО;ADV -;;;;;;;;;;
7642;24;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ;;;;;;;;;;
7643;25;до сих пор;до сих пор;ZERO;;;р;о;п;;х;и;-;до сих пор;-;;;;;;;;;;
7644;26;сильно;СИЛЬНО;ADV -;;;о;н;ь;л;и;с;ADV;СИЛЬНО;ADV -;;;;;;;;;;
7645;27;старше;СТАРЫЙ;A comp - - plen - -;;;е;ш;р;а;т;с;A;СТАРЫЙ;A comp - - plen - -;;;;;;;;;;
7646;28;меня;Я;SPRO sg 1p - gen;;;я;н;е;м;;;SPRO;Я;SPRO sg 1p - acc;;;;;;;;;;
7647;29;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7648;30;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7649;31;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX;;;;;;;;;;
7650;32;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;;;;;;;;;;
7651;33;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX;;;;;;;;;;
7652;34;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX;;;;;;;;;;
7653;35;#ОШИБКА!;#ОШИБКА!;PUNC;;;;;;;;;PUNC;#ОШИБКА!;PUNC;;;;;;;;;;
7654;36;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7655;37;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX;;;;;;;;;;
7656;38;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;;;;;;;;;;
7657;39;ничо;НИЧО;S n inan nonflex nonflex;;;о;ч;и;н;;;S;НИЧО;S n inan nonflex nonflex;;;;;;;;;;
7658;40;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7659;41;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX;;;;;;;;;;
7660;42;";";";";SENT;;;;;;;;;SENT;";";SENT;;;;;;;;;;
7661;;;;;;;;;;;;;;;;;;;;;;;;;
7662;1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7663;2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX;;;;;;;;;;
7664;3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;;;;;;;;;;
7665;4;ничего;НИЧЕГО;ADV -;;;о;г;е;ч;и;н;ADV;НИЧЕГО;ADV -;;;;;;;;;;
7666;5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7667;6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX;;;;;;;;;;
7668;7;";";";";SENT;;;;;;;;;SENT;";";SENT;;;;;;;;;;
7669;;;;;;;;;;;;;;;;;;;;;;;;;
7670;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;;;;;;;;;;
7671;2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX;;;;;;;;;;
7672;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7673;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX;;;;;;;;;;
7674;5;";";";";SENT;;;;;;;;;SENT;";";SENT;;;;;;;;;;
7675;;;;;;;;;;;;;;;;;;;;;;;;;
7676;1;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART;;;;;;;;;;
7677;2;поменялось;ПОМЕНЯТЬСЯ;V pf praet sg indic n -;;;ь;с;о;л;я;н;V;ПОМЕНЯТЬСЯ;V pf praet sg indic n -;;;;;;;;;;
7678;3;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7679;;;;;;;;;;;;;;;;;;;;;;;;;
7680;1;Рита;РИТА;S f anim nom sg persn;;;а;т;и;р;;;S;РИТА;S f anim nom sg;;;;;;;;;;
7681;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC;;;;;;;;;;
7682;3;А;А;CONJ;;;а;;;;;;CONJ;А;CONJ;;;;;;;;;;
7683;4;сколько;СКОЛЬКО;ADV -;;;о;к;ь;л;о;к;ADV;СКОЛЬКО;ADV -;;;;;;;;;;
7684;5;им;ОНИ;SPRO pl - - dat;;;м;и;;;;;SPRO;ОНИ;SPRO pl - - dat;;;;;;;;;;
7685;6;лет;ГОД;S m inan gen pl;;;т;е;л;;;;S;ГОД;S m inan gen pl;;;;;;;;;;
7686;7;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7687;8;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom;;;;;;;;;;
7688;9;забыла;ЗАБЫТЬ;V pf praet sg indic f -;;;а;л;ы;б;а;з;V;ЗАБЫТЬ;V pf praet sg indic f -;;;;;;;;;;
7689;10;?;?;SENT;;;;;;;;;SENT;?;SENT;;;;;;;;;;
7690;;;;;;;;;;;;;;;;;;;;;;;;;
7691;1;Даня;ДАНЯ;S m anim nom sg persn;;;я;н;а;д;;;S;ДАНЯ;S m anim nom sg;;;;;;;;;;
7692;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC;;;;;;;;;;
7693;3;Им;ОНИ;SPRO pl - - dat;;;м;и;;;;;SPRO;ОНИ;SPRO pl - - dat;;;;;;;;;;
7694;4;сейчас;СЕЙЧАС;ADV -;;;с;а;ч;й;е;с;ADV;СЕЙЧАС;ADV -;;;;;;;;;;
7695;5;?;?;SENT;;;;;;;;;SENT;?;SENT;;;;;;;;;;
7696;;;;;;;;;;;;;;;;;;;;;;;;;
7697;1;А;А;CONJ;;;а;;;;;;CONJ;А;CONJ;;;;;;;;;;
7698;2;хрен;ХРЕН;S m inan nom sg;;;н;е;р;х;;;S;ХРЕН;S m inan nom sg;;;;;;;;;;
7699;3;знает;ЗНАТЬ;V ipf praes sg indic - 3p;;;т;е;а;н;з;;V;ЗНАТЬ;V ipf praes sg indic - 3p;;;;;;;;;;
7700;4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7701;5;как;КАК;CONJ;;;к;а;к;;;;CONJ;КАК;CONJ;;;;;;;;;;
7702;6;Пете;ПЕТЯ;S m anim dat sg persn;;;е;т;е;п;;;S;ПЕТЯ;S m anim dat sg;;;;;;;;;;
7703;7;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7704;8;наверное;НАВЕРНОЕ;ADV -;;;е;о;н;р;е;в;ADV;НАВЕРНОЕ;ADV -;;;;;;;;;;
7705;9;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7706;;;;;;;;;;;;;;;;;;;;;;;;;
7707;1;Рита;РИТА;S f anim nom sg persn;;;а;т;и;р;;;S;РИТА;S f anim nom sg;;;;;;;;;;
7708;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC;;;;;;;;;;
7709;3;Где-то;ГДЕ-ТО;ADV -;;;о;т;;е;д;г;ADV;ГДЕ-ТО;ADV -;;;;;;;;;;
7710;4;около;ОКОЛО;PR;;;о;л;о;к;о;;PR;ОКОЛО;PR;;;;;;;;;;
7711;5;тридцати;ТРИДЦАТЬ;NUM loc - -;;;и;т;а;ц;д;и;NUM;ТРИДЦАТЬ;NUM loc - -;;;;;;;;;;
7712;6;?;?;SENT;;;;;;;;;SENT;?;SENT;;;;;;;;;;
7713;;;;;;;;;;;;;;;;;;;;;;;;;
7714;1;Даня;ДАНЯ;S m anim nom sg persn;;;я;н;а;д;;;S;ДАНЯ;S m anim nom sg;;;;;;;;;;
7715;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC;;;;;;;;;;
7716;3;Да;ДА;PART;;;а;д;;;;;CONJ;ДА;CONJ;;;;;;;;;;
7717;4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7718;5;в;В;PR;;;в;;;;;;PR;В;PR;;;;;;;;;;
7719;6;районе;РАЙОН;S m inan loc sg;;;е;н;о;й;а;р;S;РАЙОН;S m inan loc sg;;;;;;;;;;
7720;7;тридцати;ТРИДЦАТЬ;NUM loc - -;;;и;т;а;ц;д;и;NUM;ТРИДЦАТЬ;NUM loc - -;;;;;;;;;;
7721;8;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7722;9;даа;ДА;PART;distort;;а;а;д;;;;S;ДАА;S m inan nonflex nonflex;;;;;;;;;;
7723;10;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7724;11;да;ДА;PART;;;а;д;;;;;PART;ДА;PART;;;;;;;;;;
7725;12;-;-;PUNC;;;;;;;;;PUNC;-;PUNC;;;;;;;;;;
7726;13;да;ДА;PART;;;а;д;;;;;PART;ДА;PART;;;;;;;;;;
7727;14;-;-;PUNC;;;;;;;;;PUNC;-;PUNC;;;;;;;;;;
7728;15;да;ДА;PART;;;а;д;;;;;PART;ДА;PART;;;;;;;;;;
7729;16;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7730;;;;;;;;;;;;;;;;;;;;;;;;;
7731;1;Рита;РИТА;S f anim nom sg persn;;;а;т;и;р;;;S;РИТА;S f anim nom sg;;;;;;;;;;
7732;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC;;;;;;;;;;
7733;3;Окей;ОКЕЙ;PART;;;й;е;к;о;;;S;ОКЕЙ;S f inan nom sg;;;;;;;;;;
7734;4;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7735;;;;;;;;;;;;;;;;;;;;;;;;;
7736;1;Даня;ДАНЯ;S m anim nom sg persn;;;я;н;а;д;;;S;ДАНЯ;S m anim nom sg;;;;;;;;;;
7737;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC;;;;;;;;;;
7738;3;Тете;ТЕТЯ;S m inan dat sg;;;е;т;е;т;;;S;ТЕТЯ;S m inan gen sg;;;;;;;;;;
7739;4;свете;СВЕТA;S m inan loc sg persn;distort;;е;т;е;в;с;;S;СВЕТ;S m inan loc sg;;;;;;;;;;
7740;5;щас;СЕЙЧАС;ADV -;distort;;с;а;щ;;;;ADV;ЩАС;ADV -;;;;;;;;;;
7741;6;просто;ПРОСТО;PART;;;о;т;с;о;р;п;PART;ПРОСТО;PART;;;;;;;;;;
7742;7;за;ЗА;PR;;;а;з;;;;;PR;ЗА;PR;;;;;;;;;;
7743;8;полтос;ПОЛТОС;S m inan acc sg;;;с;о;т;л;о;п;S;ПОЛТОС;S m inan acc sg;;;;;;;;;;
7744;9;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7745;10;а;А;CONJ;;;а;;;;;;CONJ;А;CONJ;;;;;;;;;;
7746;11;Лене;ЛЕНА;S f anim dat sg persn;;;е;н;е;л;;;S;ЛЕНА;S f anim dat sg;;;;;;;;;;
7747;12;с;С;PR;;;с;;;;;;PR;С;PR;;;;;;;;;;
7748;13;Женей;ЖЕНЯ;S - anim ins sg persn;;;й;е;н;е;ж;;S;ЖЕНЯ;S - anim ins sg;;;;;;;;;;
7749;14;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7750;15;да;ДА;CONJ;;;а;д;;;;;CONJ;ДА;CONJ;;;;;;;;;;
7751;16;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7752;17;в;В;PR;;;в;;;;;;PR;В;PR;;;;;;;;;;
7753;18;районе;РАЙОН;S m inan loc sg;;;е;н;о;й;а;р;S;РАЙОН;S m inan loc sg;;;;;;;;;;
7754;19;тридцатки;ТРИДЦАТКА;S f inan gen sg;;;и;к;т;а;ц;д;S;ТРИДЦАТКА;S f inan gen sg;;;;;;;;;;
7755;20;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7756;;;;;;;;;;;;;;;;;;;;;;;;;
7757;1;Жене;ЖЕНЯ;S - anim dat sg persn;;;е;н;е;ж;;;S;ЖЕНА;S - anim dat sg;;;;;;;;;;
7758;2;по-моему;ПО-МОЕМУ;ADV -;;;у;м;е;о;м;;ADV;ПО-МОЕМУ;ADV -;;;;;;;;;;
7759;3;25;25;NUM ciph ---;;;;;;;;;NUM;25;NUM - - -;;;;;;;;;;
7760;4;или;ИЛИ;CONJ;;;и;л;и;;;;CONJ;ИЛИ;CONJ;;;;;;;;;;
7761;5;26;26;NUM ciph - - -;;;;;;;;;NUM;26;NUM - - -;;;;;;;;;;
7762;6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7763;7;Лене;ЛЕНА;S f anim dat sg persn;;;е;н;е;л;;;S;ЛЕНА;S f anim dat sg;;;;;;;;;;
7764;8;30;30;NUM ciph - - -;;;;;;;;;NUM;30;NUM - - -;;;;;;;;;;
7765;9;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7766;;;;;;;;;;;;;;;;;;;;;;;;;
7767;1;А;А;PART;;;а;;;;;;CONJ;А;CONJ;;;;;;;;;;
7768;2;ведь;ВЕДЬ;PART;;;ь;д;е;в;;;PART;ВЕДЬ;PART;;;;;;;;;;
7769;3;так-то;ТАК-ТО;PART;;;о;т;;к;а;т;PART;ТАК-ТО;PART;;;;;;;;;;
7770;4;и;И;PART;;;и;;;;;;CONJ;И;CONJ;;;;;;;;;;
7771;5;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART;;;;;;;;;;
7772;6;скажешь;СКАЗАТЬ;V pf fut sg indic - 2p;;;ь;ш;е;ж;а;к;V;СКАЗАТЬ;V pf fut sg indic - 2p;;;;;;;;;;
7773;7;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7774;8;правда;ПРАВДА;S f inan nom sg;;;а;д;в;а;р;п;S;ПРАВДА;S f inan nom sg;;;;;;;;;;
7775;9;?..;?..;SENT;;;;;;;;;SENT;?..;SENT;;;;;;;;;;
7776;;;;;;;;;;;;;;;;;;;;;;;;;
7777;1;Ну;НУ;PART;;;у;н;;;;;PART;НУ;PART;;;;;;;;;;
7778;2;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7779;3;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX;;;;;;;;;;
7780;4;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;;;;;;;;;;
7781;5;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX;;;;;;;;;;
7782;6;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX;;;;;;;;;;
7783;7;#ОШИБКА!;#ОШИБКА!;PUNC;;;;;;;;;PUNC;#ОШИБКА!;PUNC;;;;;;;;;;
7784;8;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7785;9;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX;;;;;;;;;;
7786;10;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;;;;;;;;;;
7787;11;во;ВО;PART;;;о;в;;;;;PART;ВО;PART;;;;;;;;;;
7788;12;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7789;13;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX;;;;;;;;;;
7790;14;";";";";SENT;;;;;;;;;SENT;";";SENT;;;;;;;;;;
7791;;;;;;;;;;;;;;;;;;;;;;;;;
7792;1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7793;2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX;;;;;;;;;;
7794;3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;;;;;;;;;;
7795;4;вот;ВОТ;PART;;;т;о;в;;;;PART;ВОТ;PART;;;;;;;;;;
7796;5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7797;6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX;;;;;;;;;;
7798;7;";";";";SENT;;;;;;;;;SENT;";";SENT;;;;;;;;;;
7799;;;;;;;;;;;;;;;;;;;;;;;;;
7800;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;;;;;;;;;;
7801;2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX;;;;;;;;;;
7802;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7803;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX;;;;;;;;;;
7804;5;";";";";SENT;;;;;;;;;SENT;";";SENT;;;;;;;;;;
7805;;;;;;;;;;;;;;;;;;;;;;;;;
7806;1;в;В;ZERO;слитно;;в;;;;;;S;В;S - - nonflex nonflex;;;;;;;;;;
7807;2;общем;ОБЩИЙ;ZERO;;;м;е;щ;б;о;;A;ОБЩИЙ;A - loc sg plen m -;;;;;;;;;;
7808;3;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7809;4;эээ;ЭЭЭ;NONLEX;;;э;э;э;;;;NONLEX;ЭЭЭ;NONLEX;;;;;;;;;;
7810;5;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7811;6;когда;КОГДА;CONJ;;;а;д;г;о;к;;CONJ;КОГДА;CONJ;;;;;;;;;;
7812;7;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom;;;;;;;;;;
7813;8;был;БЫТЬ;V ipf praet sg indic m -;;;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -;;;;;;;;;;
7814;9;маленький;МАЛЕНЬКИЙ;A - nom sg m -;;;й;и;к;ь;н;е;A;МАЛЕНЬКИЙ;A - nom sg plen m -;;;;;;;;;;
7815;10;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7816;11;мы;МЫ;SPRO pl 1p - nom;;;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom;;;;;;;;;;
7817;12;значит;ЗНАЧИТ;ADV -;;;т;и;ч;а;н;з;ADV;ЗНАЧИТ;ADV -;;;;;;;;;;
7818;13;с;С;PR;;;с;;;;;;PR;С;PR;;;;;;;;;;
7819;14;моей;МОЙ;APRO - ins sg f -;;;й;е;о;м;;;A;МОЙ;A - gen sg plen f -;;;;;;;;;;
7820;15;другой;ДРУГОЙ;APRO - ins sg f -;;;й;о;г;у;р;д;A;ДРУГОЙ;A - gen sg plen f -;;;;;;;;;;
7821;16;двоюродной;ДВОЮРОДНЫЙ;A - ins sg f -;;;й;о;н;д;о;р;A;ДВОЮРОДНЫЙ;A - ins sg plen f -;;;;;;;;;;
7822;17;сестрой;СЕСТРА;S f anim ins sg;;;й;о;р;т;с;е;S;СЕСТРА;S f anim ins sg;;;;;;;;;;
7823;18;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7824;19;которой;КОТОРЫЙ;APRO - gen sg f -;;;й;о;р;о;т;о;A;КОТОРЫЙ;A - gen sg plen f -;;;;;;;;;;
7825;20;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7826;21;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX;;;;;;;;;;
7827;22;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;;;;;;;;;;
7828;23;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX;;;;;;;;;;
7829;24;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX;;;;;;;;;;
7830;25;#ОШИБКА!;#ОШИБКА!;PUNC;;;;;;;;;PUNC;#ОШИБКА!;PUNC;;;;;;;;;;
7831;26;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7832;27;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX;;;;;;;;;;
7833;28;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;;;;;;;;;;
7834;29;стока;СТОЛЬКО;NUM acc - -;distort;;а;к;о;т;с;;S;СТОК;S m inan gen sg;;;;;;;;;;
7835;30;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7836;31;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX;;;;;;;;;;
7837;32;";";";";SENT;;;;;;;;;SENT;";";SENT;;;;;;;;;;
7838;;;;;;;;;;;;;;;;;;;;;;;;;
7839;1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7840;2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX;;;;;;;;;;
7841;3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;;;;;;;;;;
7842;4;столько;СТОЛЬКО;NUM acc - -;;;о;к;ь;л;о;т;NUM;СТОЛЬКО;NUM acc - -;;;;;;;;;;
7843;5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7844;6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX;;;;;;;;;;
7845;7;";";";";SENT;;;;;;;;;SENT;";";SENT;;;;;;;;;;
7846;;;;;;;;;;;;;;;;;;;;;;;;;
7847;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;;;;;;;;;;
7848;2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX;;;;;;;;;;
7849;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7850;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX;;;;;;;;;;
7851;5;";";";";SENT;;;;;;;;;SENT;";";SENT;;;;;;;;;;
7852;;;;;;;;;;;;;;;;;;;;;;;;;
7853;1;же;ЖЕ;PART;;;е;ж;;;;;CONJ;ЖЕ;CONJ;;;;;;;;;;
7854;2;лет;ГОД;S m inan gen pl;;;т;е;л;;;;S;ГОД;S m inan gen pl;;;;;;;;;;
7855;3;сколько;СКОЛЬКО;ADV -;;;о;к;ь;л;о;к;ADV;СКОЛЬКО;ADV -;;;;;;;;;;
7856;4;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ;;;;;;;;;;
7857;5;мне;Я;SPRO sg 1p - dat;;;е;н;м;;;;SPRO;Я;SPRO sg 1p - loc;;;;;;;;;;
7858;6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7859;7;она;ОНА;SPRO sg 3p f nom;;;а;н;о;;;;SPRO;ОНА;SPRO sg 3p f nom;;;;;;;;;;
7860;8;старше;СТАРЫЙ;A comp - - plen - -;;;е;ш;р;а;т;с;A;СТАРЫЙ;A comp - - plen - -;;;;;;;;;;
7861;9;меня;Я;SPRO sg 1p - gen;;;я;н;е;м;;;SPRO;Я;SPRO sg 1p - acc;;;;;;;;;;
7862;10;ровно;РОВНО;ADV -;;;о;н;в;о;р;;ADV;РОВНО;ADV -;;;;;;;;;;
7863;11;на;НА;PR;;;а;н;;;;;PR;НА;PR;;;;;;;;;;
7864;12;один;ОДИН;NUM acc - -;;;н;и;д;о;;;A;ОДИН;A - acc sg plen m inan;;;;;;;;;;
7865;13;день;ДЕНЬ;S m inan acc sg;;;ь;н;е;д;;;S;ДЕНЬ;S m inan acc sg;;;;;;;;;;
7866;14;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ;;;;;;;;;;
7867;15;один;ОДИН;NUM acc - -;;;н;и;д;о;;;A;ОДИН;A - nom sg plen m -;;;;;;;;;;
7868;16;месяц;МЕСЯЦ;S m inan acc sg;;;ц;я;с;е;м;;S;МЕСЯЦ;S m inan nom sg;;;;;;;;;;
7869;17;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7870;18;нас;МЫ;SPRO pl 1p - acc;;;с;а;н;;;;SPRO;МЫ;SPRO pl 1p - loc;;;;;;;;;;
7871;19;как-то;КАК-ТО;ADV -;;;о;т;;к;а;к;ADV;КАК-ТО;ADV -;;;;;;;;;;
7872;20;оставили;ОСТАВИТЬ;V pf praet pl indic - -;;;и;л;и;в;а;т;V;ОСТАВИТЬ;V pf praet pl indic - -;;;;;;;;;;
7873;21;дома;ДОМА;ADV -;;;а;м;о;д;;;ADV;ДОМА;ADV -;;;;;;;;;;
7874;22;одних;ОДИН;A - gen pl - - -;;;х;и;н;д;о;;A;ОДИН;A - gen pl plen - -;;;;;;;;;;
7875;23;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7876;24;ммм;МММ;NONLEX;;;м;м;м;;;;S;МММ;S n inan loc sg;;;;;;;;;;
7877;25;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7878;26;где-то;ГДЕ-ТО;ADV -;;;о;т;;е;д;г;ADV;ГДЕ-ТО;ADV -;;;;;;;;;;
7879;27;минут;МИНУТА;S f inan acc pl;;;т;у;н;и;м;;S;МИНУТА;S f inan gen pl;;;;;;;;;;
7880;28;наверное;НАВЕРНОЕ;ADV -;;;е;о;н;р;е;в;ADV;НАВЕРНОЕ;ADV -;;;;;;;;;;
7881;29;на;НА;PR;;;а;н;;;;;PR;НА;PR;;;;;;;;;;
7882;30;сорок;СОРОК;NUM acc - -;;;к;о;р;о;с;;NUM;СОРОК;NUM acc - -;;;;;;;;;;
7883;31;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7884;;;;;;;;;;;;;;;;;;;;;;;;;
7885;1;Мама;МАМА;S f anim nom sg;;;а;м;а;м;;;S;МАМА;S f anim nom sg;;;;;;;;;;
7886;2;с;С;PR;;;с;;;;;;PR;С;PR;;;;;;;;;;
7887;3;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7888;4;мама;МАМА;S f anim nom sg;;;а;м;а;м;;;S;МАМА;S f anim nom sg;;;;;;;;;;
7889;5;ушла;УЙТИ;V pf praet sg indic f -;;;а;л;ш;у;;;V;УЙТИ;V pf praet sg indic f -;;;;;;;;;;
7890;6;с;С;PR;;;с;;;;;;PR;С;PR;;;;;;;;;;
7891;7;Леной;ЛЕНА;S f anim ins sg persn;;;й;о;н;е;л;;S;ЛЕНА;S f anim ins sg;;;;;;;;;;
7892;8;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ;;;;;;;;;;
7893;9;Женей;ЖЕНЯ;S - anim ins sg persn;;;й;е;н;е;ж;;S;ЖЕНЯ;S - anim ins sg;;;;;;;;;;
7894;10;в;В;PR;;;в;;;;;;PR;В;PR;;;;;;;;;;
7895;11;магазин;МАГАЗИН;S m inan acc sg;;;н;и;з;а;г;а;S;МАГАЗИН;S m inan acc sg;;;;;;;;;;
7896;12;зачем-то;ЗАЧЕМ-ТО;ADV -;;;о;т;;м;е;ч;ADV;ЗАЧЕМ-ТО;ADV -;;;;;;;;;;
7897;13;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7898;14;бабушка;БАБУШКА;S f anim nom sg;;;а;к;ш;у;б;а;S;БАБУШКА;S f anim nom sg;;;;;;;;;;
7899;15;пошла;ПОЙТИ;V pf praet sg indic f -;;;а;л;ш;о;п;;V;ПОЙТИ;V pf praet sg indic f -;;;;;;;;;;
7900;16;в;В;PR;;;в;;;;;;PR;В;PR;;;;;;;;;;
7901;17;огороде;ОГОРОД;S m inan loc sg;;;е;д;о;р;о;г;S;ОГОРОД;S m inan loc sg;;;;;;;;;;
